Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
43,No,Travel_Frequently,957,Research & Development,28,Bachelors,Medical,Medium,Female,72,Very high,Fresher,Research Scientist,High,Single,4739,16090,4,No,12,Excellent,Outstanding,0,18,2,Better,3,2,1,2
50,No,Travel_Frequently,809,Sales,12,Bachelors,Marketing,High,Female,77,High,Senior,Sales Executive,Very high,Single,9208,6645,4,No,11,Excellent,Outstanding,0,16,3,Better,2,2,2,1
31,Yes,Travel_Rarely,542,Sales,20,Bachelors,Life Sciences,Medium,Female,71,Low,Junior,Sales Executive,High,Married,4559,24788,3,Yes,11,Excellent,Excellent,1,4,2,Better,2,2,2,2
41,No,Travel_Rarely,802,Sales,9,Schooling,Life Sciences,High,Male,96,High,Senior,Sales Executive,High,Divorced,8189,21196,3,Yes,13,Excellent,Excellent,1,12,2,Better,9,7,0,7
26,No,Travel_Rarely,1355,Human Resources,25,Schooling,Life Sciences,High,Female,61,High,Fresher,Human Resources,High,Married,2942,8916,1,No,23,Outstanding,Outstanding,1,8,3,Better,8,7,5,7
36,No,Travel_Rarely,216,Research & Development,6,Intermediate,Medical,Medium,Male,84,High,Junior,Manufacturing Director,Medium,Divorced,4941,2819,6,No,20,Outstanding,Outstanding,2,7,0,Better,3,2,0,1
51,Yes,Travel_Frequently,1150,Research & Development,8,Masters,Life Sciences,Low,Male,53,Low,Senior,Manufacturing Director,Very high,Single,10650,25150,2,No,15,Excellent,Outstanding,0,18,2,Better,4,2,0,3
39,No,Travel_Rarely,1329,Sales,4,Masters,Life Sciences,Very high,Female,47,Medium,Junior,Sales Executive,High,Married,5902,14590,4,No,14,Excellent,Excellent,1,17,1,Best,15,11,5,9
25,No,Travel_Rarely,959,Sales,28,Bachelors,Life Sciences,Low,Male,41,Medium,Junior,Sales Executive,High,Married,8639,24835,2,No,18,Excellent,Outstanding,0,6,3,Better,2,2,2,2
30,No,Travel_Rarely,1240,Human Resources,9,Bachelors,Human Resources,High,Male,48,High,Junior,Human Resources,Very high,Married,6347,13982,0,Yes,19,Excellent,Outstanding,0,12,2,Poor,11,9,4,7
32,Yes,Travel_Rarely,1033,Research & Development,9,Bachelors,Medical,Low,Female,41,High,Fresher,Laboratory Technician,Low,Single,4200,10224,7,No,22,Outstanding,Poor,0,10,2,Best,5,4,0,4
45,No,Travel_Rarely,1316,Research & Development,29,Bachelors,Medical,High,Male,83,High,Fresher,Research Scientist,Very high,Single,3452,9752,5,No,13,Excellent,Good,0,9,2,Good,6,5,0,3
38,No,Travel_Rarely,364,Research & Development,3,PhD,Technical Degree,Very high,Female,32,High,Junior,Research Scientist,High,Single,4317,2302,3,Yes,20,Outstanding,Good,0,19,2,Better,3,2,2,2
30,No,Travel_Rarely,438,Research & Development,18,Bachelors,Life Sciences,Low,Female,75,High,Fresher,Research Scientist,High,Single,2632,23910,1,No,14,Excellent,Excellent,0,5,4,Good,5,4,0,4
32,No,Travel_Frequently,689,Sales,9,Intermediate,Medical,Very high,Male,35,Low,Junior,Sales Executive,Very high,Divorced,4668,22812,0,No,17,Excellent,Outstanding,3,9,2,Best,8,7,0,7
30,No,Travel_Rarely,201,Research & Development,5,Bachelors,Technical Degree,Very high,Female,84,High,Fresher,Research Scientist,Low,Divorced,3204,10415,5,No,14,Excellent,Outstanding,1,8,3,Better,3,2,2,2
30,No,Travel_Rarely,1427,Research & Development,2,Schooling,Medical,Medium,Male,35,Medium,Fresher,Laboratory Technician,Very high,Single,2720,11162,0,No,13,Excellent,Outstanding,0,6,3,Better,5,3,1,2
41,No,Travel_Frequently,857,Research & Development,10,Bachelors,Life Sciences,Very high,Male,91,Medium,Team Lead,Manager,Low,Divorced,17181,12888,4,No,13,Excellent,Good,1,21,2,Good,7,6,7,7
41,No,Travel_Rarely,933,Research & Development,9,Masters,Life Sciences,High,Male,94,High,Fresher,Laboratory Technician,Low,Married,2238,6961,2,No,21,Outstanding,Outstanding,1,7,2,Better,5,0,1,4
19,No,Travel_Rarely,1181,Research & Development,3,Schooling,Medical,Medium,Female,79,High,Fresher,Laboratory Technician,Medium,Single,1483,16102,1,No,14,Excellent,Outstanding,0,1,3,Better,1,0,0,0
40,No,Travel_Frequently,1395,Research & Development,26,Bachelors,Medical,Medium,Female,54,High,Junior,Research Scientist,Medium,Divorced,5605,8504,1,No,11,Excellent,Poor,1,20,2,Better,20,7,2,13
35,No,Travel_Rarely,662,Sales,1,PhD,Marketing,High,Male,94,High,Senior,Sales Executive,Medium,Married,7295,11439,1,No,13,Excellent,Poor,2,10,3,Better,10,8,0,6
53,No,Travel_Rarely,1436,Sales,6,Intermediate,Marketing,Medium,Male,34,High,Junior,Sales Representative,High,Married,2306,16047,2,Yes,20,Outstanding,Outstanding,1,13,3,Poor,7,7,4,5
45,No,Travel_Rarely,194,Research & Development,9,Bachelors,Life Sciences,Medium,Male,60,High,Junior,Laboratory Technician,Medium,Divorced,2348,10901,8,No,18,Excellent,Excellent,1,20,2,Poor,17,9,0,15
32,No,Travel_Frequently,967,Sales,8,Bachelors,Marketing,Medium,Female,43,High,Senior,Sales Executive,Very high,Single,8998,15589,1,No,14,Excellent,Outstanding,0,9,2,Better,9,8,3,7
29,No,Non-Travel,1496,Research & Development,1,Schooling,Technical Degree,Very high,Male,41,High,Junior,Manufacturing Director,High,Married,4319,26283,1,No,13,Excellent,Poor,1,10,1,Better,10,7,0,9
51,No,Travel_Rarely,1169,Research & Development,7,Masters,Medical,Medium,Male,34,Medium,Junior,Manufacturing Director,High,Married,6132,13983,2,No,17,Excellent,Excellent,0,10,2,Better,1,0,0,0
58,No,Travel_Rarely,1145,Research & Development,9,Bachelors,Medical,Medium,Female,75,Medium,Fresher,Research Scientist,Medium,Married,3346,11873,4,Yes,20,Outstanding,Good,1,9,3,Good,1,0,0,0
40,No,Travel_Rarely,630,Sales,4,Masters,Marketing,High,Male,67,Medium,Senior,Sales Executive,Very high,Married,10855,8552,7,No,11,Excellent,Poor,1,15,2,Good,12,11,2,11
34,No,Travel_Frequently,303,Sales,2,Masters,Marketing,High,Female,75,High,Fresher,Sales Representative,High,Married,2231,11314,6,No,18,Excellent,Outstanding,1,6,3,Better,4,3,1,2
22,No,Travel_Rarely,1256,Research & Development,19,Schooling,Medical,High,Male,80,High,Fresher,Research Scientist,Very high,Married,2323,11992,1,No,24,Outstanding,Poor,2,2,6,Better,2,2,2,2
27,No,Non-Travel,691,Research & Development,9,Bachelors,Medical,Very high,Male,57,High,Fresher,Research Scientist,Medium,Divorced,2024,5970,6,No,18,Excellent,Outstanding,1,6,1,Poor,2,2,2,2
28,No,Travel_Rarely,440,Research & Development,21,Bachelors,Medical,High,Male,42,High,Fresher,Research Scientist,Very high,Married,2713,6672,1,No,11,Excellent,Excellent,1,5,2,Poor,5,2,0,2
57,No,Travel_Rarely,334,Research & Development,24,Intermediate,Life Sciences,High,Male,83,Very high,Senior,Healthcare Representative,Very high,Divorced,9439,23402,3,Yes,16,Excellent,Good,1,12,2,Poor,5,3,1,4
27,No,Non-Travel,1450,Research & Development,3,Bachelors,Medical,High,Male,79,Medium,Fresher,Research Scientist,High,Divorced,2566,25326,1,Yes,15,Excellent,Outstanding,1,1,2,Good,1,1,0,1
50,No,Travel_Rarely,1452,Research & Development,11,Bachelors,Life Sciences,High,Female,53,High,Manager,Manager,Medium,Single,19926,17053,3,No,15,Excellent,Good,0,21,5,Better,5,4,4,4
41,No,Travel_Rarely,465,Research & Development,14,Bachelors,Life Sciences,Low,Male,56,High,Fresher,Research Scientist,High,Divorced,2451,4609,4,No,12,Excellent,Poor,1,13,2,Better,9,8,1,8
30,No,Travel_Rarely,1339,Sales,5,Bachelors,Life Sciences,Medium,Female,41,High,Senior,Sales Executive,Very high,Married,9419,8053,2,No,12,Excellent,Excellent,1,12,2,Better,10,9,7,4
38,No,Travel_Rarely,702,Sales,1,Masters,Life Sciences,Low,Female,59,Medium,Junior,Sales Executive,Very high,Single,8686,12930,4,No,22,Outstanding,Excellent,0,12,2,Best,8,3,0,7
32,No,Travel_Rarely,120,Research & Development,6,PhD,Life Sciences,High,Male,43,High,Fresher,Research Scientist,High,Single,3038,12430,3,No,20,Outstanding,Poor,0,8,2,Better,5,4,1,4
27,No,Travel_Rarely,1157,Research & Development,17,Bachelors,Technical Degree,High,Male,51,High,Fresher,Research Scientist,Medium,Married,3058,13364,0,Yes,16,Excellent,Outstanding,1,6,3,Good,5,2,1,1
19,Yes,Travel_Frequently,602,Sales,1,Schooling,Technical Degree,High,Female,100,Low,Fresher,Sales Representative,Low,Single,2325,20989,0,No,21,Outstanding,Poor,0,1,5,Best,0,0,0,0
36,No,Travel_Frequently,1480,Research & Development,3,Intermediate,Medical,Very high,Male,30,High,Fresher,Laboratory Technician,Medium,Single,2088,15062,4,No,12,Excellent,Excellent,0,13,3,Good,8,7,7,2
30,No,Non-Travel,111,Research & Development,9,Bachelors,Medical,High,Male,66,High,Junior,Laboratory Technician,Low,Divorced,3072,11012,1,No,11,Excellent,Excellent,2,12,4,Better,12,9,6,10
45,No,Travel_Rarely,1268,Sales,4,Intermediate,Life Sciences,High,Female,30,High,Junior,Sales Executive,Low,Divorced,5006,6319,4,Yes,11,Excellent,Poor,1,9,3,Best,5,4,0,3
56,No,Travel_Rarely,713,Research & Development,8,Bachelors,Life Sciences,High,Female,67,High,Fresher,Research Scientist,Low,Divorced,4257,13939,4,Yes,18,Excellent,Excellent,1,19,3,Better,2,2,2,2
33,No,Travel_Rarely,134,Research & Development,2,Bachelors,Life Sciences,High,Male,90,High,Fresher,Research Scientist,Very high,Single,2500,10515,0,No,14,Excellent,Poor,0,4,2,Best,3,1,0,2
19,Yes,Travel_Rarely,303,Research & Development,2,Bachelors,Life Sciences,Medium,Male,47,Medium,Fresher,Laboratory Technician,Very high,Single,1102,9241,1,No,22,Outstanding,Excellent,0,1,3,Good,1,0,1,0
46,No,Travel_Rarely,526,Sales,1,Intermediate,Marketing,Medium,Female,92,High,Senior,Sales Executive,Low,Divorced,10453,2137,1,No,25,Outstanding,Excellent,3,24,2,Better,24,13,15,7
38,No,Travel_Rarely,1380,Research & Development,9,Intermediate,Life Sciences,High,Female,75,High,Fresher,Laboratory Technician,Very high,Single,2288,6319,1,No,12,Excellent,Excellent,0,2,3,Better,2,2,2,1
31,No,Travel_Rarely,140,Research & Development,12,Schooling,Medical,High,Female,95,High,Fresher,Research Scientist,Very high,Married,3929,6984,8,Yes,23,Outstanding,Excellent,1,7,0,Better,4,2,0,2
34,No,Travel_Rarely,629,Research & Development,27,Intermediate,Medical,Very high,Female,95,High,Fresher,Research Scientist,Medium,Single,2311,5711,2,No,15,Excellent,Outstanding,0,9,3,Better,3,2,1,2
41,Yes,Travel_Rarely,1356,Sales,20,Intermediate,Marketing,Medium,Female,70,High,Fresher,Sales Representative,Medium,Single,3140,21728,1,Yes,22,Outstanding,Outstanding,0,4,5,Good,4,3,0,2
50,No,Travel_Rarely,328,Research & Development,1,Bachelors,Medical,High,Male,86,Medium,Fresher,Laboratory Technician,High,Married,3690,3425,2,No,15,Excellent,Outstanding,1,5,2,Good,3,2,0,2
53,No,Travel_Rarely,1084,Research & Development,13,Intermediate,Medical,Very high,Female,57,Very high,Junior,Manufacturing Director,Low,Divorced,4450,26250,1,No,11,Excellent,Excellent,2,5,3,Better,4,2,1,3
33,No,Travel_Rarely,931,Research & Development,14,Bachelors,Medical,Very high,Female,72,High,Fresher,Research Scientist,Medium,Married,2756,4673,1,No,13,Excellent,Outstanding,1,8,5,Better,8,7,1,6
40,No,Travel_Rarely,989,Research & Development,4,Schooling,Medical,Very high,Female,46,High,Manager,Manager,High,Married,19033,6499,1,No,14,Excellent,Good,1,21,2,Better,20,8,9,9
55,No,Travel_Rarely,692,Research & Development,14,Masters,Medical,High,Male,61,Very high,Manager,Research Director,Medium,Single,18722,13339,8,No,11,Excellent,Outstanding,0,36,3,Better,24,15,2,15
34,No,Travel_Frequently,1069,Research & Development,2,Schooling,Life Sciences,Very high,Male,45,Medium,Junior,Manufacturing Director,High,Married,9547,14074,1,No,17,Excellent,Excellent,0,10,2,Good,10,9,1,9
51,No,Travel_Rarely,313,Research & Development,3,Bachelors,Medical,Very high,Female,98,High,Team Lead,Healthcare Representative,Medium,Single,13734,7192,3,No,18,Excellent,Excellent,0,21,6,Better,7,7,1,0
52,No,Travel_Rarely,699,Research & Development,1,Masters,Life Sciences,High,Male,65,Medium,Manager,Manager,High,Married,19999,5678,0,No,14,Excellent,Poor,1,34,5,Better,33,18,11,9
27,No,Travel_Rarely,894,Research & Development,9,Bachelors,Medical,Very high,Female,99,High,Fresher,Research Scientist,Medium,Single,2279,11781,1,No,16,Excellent,Outstanding,0,7,2,Good,7,7,0,3
35,Yes,Travel_Rarely,556,Research & Development,23,Intermediate,Life Sciences,Medium,Male,50,Medium,Junior,Manufacturing Director,High,Married,5916,15497,3,Yes,13,Excellent,Poor,0,8,1,Better,1,0,0,1
43,No,Non-Travel,1344,Research & Development,7,Bachelors,Medical,Very high,Male,37,Very high,Fresher,Research Scientist,Very high,Divorced,2089,5228,4,No,14,Excellent,Outstanding,3,7,3,Best,5,4,2,2
45,No,Non-Travel,1195,Research & Development,2,Intermediate,Medical,Low,Male,65,Medium,Team Lead,Manager,Very high,Married,16792,20462,9,No,23,Outstanding,Outstanding,1,22,1,Better,20,8,11,8
37,No,Travel_Rarely,290,Research & Development,21,Bachelors,Life Sciences,Medium,Male,65,Very high,Fresher,Research Scientist,Low,Married,3564,22977,1,Yes,12,Excellent,Poor,1,8,3,Good,8,7,1,7
35,No,Travel_Frequently,138,Research & Development,2,Bachelors,Medical,Medium,Female,37,High,Junior,Laboratory Technician,Medium,Single,4425,15986,5,No,11,Excellent,Outstanding,0,10,5,Better,6,2,1,2
42,No,Non-Travel,926,Research & Development,21,Intermediate,Medical,High,Female,36,High,Junior,Manufacturing Director,High,Divorced,5265,16439,2,No,16,Excellent,Good,1,11,5,Better,5,3,0,2
38,No,Travel_Rarely,1261,Research & Development,2,Masters,Life Sciences,Very high,Male,88,High,Junior,Manufacturing Director,High,Married,6553,7259,9,No,14,Excellent,Good,0,14,3,Better,1,0,0,0
38,No,Travel_Rarely,1084,Research & Development,29,Bachelors,Technical Degree,Very high,Male,54,High,Junior,Manufacturing Director,Very high,Married,6261,4185,3,No,18,Excellent,Poor,1,9,3,Poor,7,7,1,7
27,No,Travel_Frequently,472,Research & Development,1,Schooling,Technical Degree,High,Male,60,Medium,Junior,Manufacturing Director,Low,Married,4298,9679,5,No,19,Excellent,Excellent,1,6,1,Better,2,2,2,0
49,No,Non-Travel,1002,Research & Development,18,Masters,Life Sciences,Very high,Male,92,High,Junior,Manufacturing Director,Very high,Divorced,6804,23793,1,Yes,15,Excellent,Poor,2,7,0,Better,7,7,1,7
34,No,Travel_Frequently,878,Research & Development,10,Masters,Medical,Very high,Male,43,High,Fresher,Research Scientist,High,Divorced,3815,5972,1,Yes,17,Excellent,Outstanding,1,5,4,Best,5,3,2,0
40,No,Travel_Rarely,905,Research & Development,19,Intermediate,Medical,High,Male,99,High,Junior,Laboratory Technician,Very high,Married,2741,16523,8,Yes,15,Excellent,Excellent,1,15,2,Best,7,2,3,7
38,Yes,Travel_Rarely,1180,Research & Development,29,Schooling,Medical,Medium,Male,70,High,Junior,Healthcare Representative,Low,Married,6673,11354,7,Yes,19,Excellent,Good,0,17,2,Better,1,0,0,0
29,Yes,Travel_Rarely,121,Sales,27,Bachelors,Marketing,Medium,Female,35,High,Senior,Sales Executive,Very high,Married,7639,24525,1,No,22,Outstanding,Outstanding,3,10,3,Good,10,4,1,9
22,No,Travel_Rarely,1136,Research & Development,5,Bachelors,Life Sciences,Very high,Male,60,Very high,Fresher,Research Scientist,Medium,Divorced,2328,12392,1,Yes,16,Excellent,Poor,1,4,2,Good,4,2,2,2
36,No,Travel_Frequently,635,Research & Development,18,Schooling,Medical,Medium,Female,73,High,Fresher,Laboratory Technician,Very high,Single,2153,7703,1,No,13,Excellent,Poor,0,8,2,Better,8,1,1,7
40,No,Non-Travel,1151,Research & Development,9,PhD,Life Sciences,Very high,Male,63,Medium,Junior,Healthcare Representative,Very high,Married,4876,14242,9,No,14,Excellent,Outstanding,1,5,5,Poor,3,2,0,2
46,No,Travel_Rarely,644,Research & Development,1,Masters,Medical,Very high,Male,97,High,Senior,Healthcare Representative,Low,Divorced,9396,12368,7,No,16,Excellent,Excellent,1,17,3,Better,4,2,0,3
32,Yes,Travel_Rarely,1045,Sales,4,Masters,Medical,Very high,Male,32,Low,Senior,Sales Executive,Very high,Married,10400,25812,1,No,11,Excellent,Excellent,0,14,2,Good,14,8,9,8
30,No,Non-Travel,829,Research & Development,1,Schooling,Life Sciences,High,Male,88,Medium,Senior,Manufacturing Director,High,Single,8474,20925,1,No,22,Outstanding,Excellent,0,12,2,Better,11,8,5,8
27,No,Travel_Frequently,1242,Sales,20,Bachelors,Life Sciences,Very high,Female,90,High,Junior,Sales Executive,High,Single,9981,12916,1,No,14,Excellent,Outstanding,0,7,2,Better,7,7,0,7
51,No,Travel_Rarely,1469,Research & Development,8,Masters,Life Sciences,Medium,Male,81,Medium,Senior,Research Director,Medium,Married,12490,15736,5,No,16,Excellent,Outstanding,2,16,5,Poor,10,9,4,7
30,Yes,Travel_Rarely,1005,Research & Development,3,Bachelors,Technical Degree,Very high,Female,88,High,Fresher,Research Scientist,Low,Single,2657,8556,5,Yes,11,Excellent,Excellent,0,8,5,Better,5,2,0,4
41,No,Travel_Rarely,896,Sales,6,Bachelors,Life Sciences,Very high,Female,75,High,Senior,Manager,Very high,Single,13591,14674,3,Yes,18,Excellent,Excellent,0,16,3,Better,1,0,0,0
30,Yes,Travel_Frequently,334,Sales,26,Masters,Marketing,High,Female,52,Medium,Junior,Sales Executive,Low,Single,6696,22967,5,No,15,Excellent,Excellent,0,9,5,Good,6,3,0,1
29,Yes,Travel_Rarely,992,Research & Development,1,Bachelors,Technical Degree,High,Male,85,High,Fresher,Research Scientist,High,Single,2058,19757,0,No,14,Excellent,Outstanding,0,7,1,Good,6,2,1,5
45,No,Non-Travel,1052,Sales,6,Bachelors,Medical,Very high,Female,57,Medium,Senior,Sales Executive,Very high,Single,8865,16840,6,No,12,Excellent,Outstanding,0,23,2,Better,19,7,12,8
54,No,Travel_Rarely,1147,Sales,3,Bachelors,Marketing,Very high,Female,52,High,Junior,Sales Executive,Low,Married,5940,17011,2,No,14,Excellent,Outstanding,1,16,4,Better,6,2,0,5
36,No,Travel_Rarely,1396,Research & Development,5,Intermediate,Life Sciences,Very high,Male,62,High,Junior,Laboratory Technician,Medium,Single,5914,9945,8,No,16,Excellent,Outstanding,0,16,3,Best,13,11,3,7
33,No,Travel_Rarely,147,Research & Development,4,Masters,Medical,High,Female,47,Medium,Fresher,Research Scientist,Medium,Married,2622,13248,6,No,21,Outstanding,Outstanding,0,7,3,Better,3,2,1,1
37,No,Travel_Frequently,663,Research & Development,11,Bachelors,Other,Medium,Male,47,High,Senior,Research Director,Very high,Divorced,12185,10056,1,Yes,14,Excellent,Excellent,3,10,1,Better,10,8,0,7
38,No,Travel_Rarely,119,Sales,3,Bachelors,Life Sciences,Low,Male,76,High,Senior,Sales Executive,High,Divorced,10609,9647,0,No,12,Excellent,Excellent,2,17,6,Good,16,10,5,13
31,No,Non-Travel,979,Research & Development,1,Masters,Medical,High,Male,90,Low,Junior,Manufacturing Director,High,Married,4345,4381,0,No,12,Excellent,Outstanding,1,6,2,Better,5,4,1,4
59,No,Travel_Rarely,142,Research & Development,3,Bachelors,Life Sciences,High,Male,70,Medium,Fresher,Research Scientist,Very high,Married,2177,8456,3,No,17,Excellent,Poor,1,7,6,Better,1,0,0,0
37,No,Travel_Frequently,319,Sales,4,Masters,Marketing,Low,Male,41,High,Fresher,Sales Representative,Very high,Divorced,2793,2539,4,No,17,Excellent,Excellent,1,13,2,Better,9,8,5,8
29,No,Travel_Frequently,1413,Sales,1,Schooling,Medical,Medium,Female,42,High,Senior,Sales Executive,Very high,Married,7918,6599,1,No,14,Excellent,Outstanding,1,11,5,Better,11,10,4,1
35,No,Travel_Frequently,944,Sales,1,Bachelors,Marketing,High,Female,92,High,Senior,Sales Executive,High,Single,8789,9096,1,No,14,Excellent,Poor,0,10,3,Best,10,7,0,8
29,Yes,Travel_Rarely,896,Research & Development,18,Schooling,Medical,High,Male,86,Medium,Fresher,Research Scientist,Very high,Single,2389,14961,1,Yes,13,Excellent,Excellent,0,4,3,Good,4,3,0,1
52,No,Travel_Rarely,1323,Research & Development,2,Bachelors,Life Sciences,High,Female,89,Medium,Fresher,Laboratory Technician,Very high,Single,3212,3300,7,No,15,Excellent,Good,0,6,3,Good,2,2,2,2
42,No,Travel_Rarely,532,Research & Development,4,Intermediate,Technical Degree,High,Male,58,High,Manager,Manager,Very high,Married,19232,4933,1,No,11,Excellent,Outstanding,0,22,3,Better,22,17,11,15
59,No,Travel_Rarely,818,Human Resources,6,Intermediate,Medical,Medium,Male,52,High,Fresher,Human Resources,High,Married,2267,25657,8,No,17,Excellent,Outstanding,0,7,2,Good,2,2,2,2
50,No,Travel_Rarely,854,Sales,1,Masters,Medical,Very high,Female,68,High,Manager,Manager,Very high,Divorced,19517,24118,3,No,11,Excellent,Excellent,1,32,3,Good,7,0,0,6
